"[247.7, -44.3, -8.2, 179.94, -2.64, -0.09]"
"[222.9, -25.8, -6.8, -179.92, -2.21, 0.96]"
"[224.0, -22.9, -4.7, -179.81, -2.9, 1.65]"
"[216.9, -81.8, -5.2, 179.69, -1.22, -2.81]"
"[216.2, -74.4, -10.6, 179.95, -1.22, -0.96]"
"[252.5, -37.8, -5.9, 179.55, -2.52, 0.08]"
"[220.2, -17.6, -10.4, -178.71, -2.59, -0.27]"
"[226.3, -4.2, -6.6, -179.47, -2.49, 1.3]"
"[237.4, -23.1, -10.0, -179.7, -1.64, -0.26]"
"[189.2, -36.3, -9.2, -179.68, -1.99, -0.7]"
"[195.4, -42.6, -9.6, -179.84, -1.39, -0.35]"
"[230.1, -18.8, -6.2, -179.69, -1.55, 0.17]"
"[184.7, -10.4, -4.7, -179.27, -2.62, 1.3]"
"[259.0, -19.0, -5.5, 179.98, 0.08, -0.87]"
"[207.1, -22.1, -5.2, -179.53, -2.41, 0.78]"
"[257.5, -16.4, -10.0, -179.47, -2.31, -0.18]"
"[195.5, -16.8, -9.5, 179.67, -1.25, 0.08]"
"[188.3, -52.0, -6.4, 179.58, -1.18, -1.75]"
"[220.5, -23.7, -7.4, 179.89, -1.36, 0.17]"
"[201.2, -12.5, -13.0, -179.62, -1.44, 0.25]"
"[244.0, -68.7, -7.0, 179.86, -2.54, -0.17]"
"[185.9, -27.1, -11.2, -179.51, -3.03, 0.77]"
"[246.3, -6.6, -5.7, -179.57, -1.97, 1.22]"
"[208.2, 5.2, -8.1, -179.63, -1.08, 0.52]"
"[197.8, -32.9, -8.5, -179.76, -1.29, -1.32]"
"[184.3, -42.2, -5.3, -179.87, -0.95, -0.87]"
"[246.2, -26.0, -5.3, -179.9, -0.6, 0.35]"
"[186.3, -22.3, -10.5, -179.62, -1.71, 0.52]"
"[192.1, -47.9, -6.6, -179.78, -2.18, -1.05]"
"[239.0, -49.9, -8.0, -179.85, -2.28, -0.26]"
"[179.5, -36.3, -10.4, -179.94, -0.34, -0.08]"
"[259.0, -19.0, -6.0, -179.84, -0.95, 0.61]"
"[215.9, 1.5, -6.7, -179.52, -1.5, -0.09]"
"[231.2, -29.4, -8.7, -179.7, -1.99, 0.0]"
"[224.2, -23.4, -5.3, -179.59, -2.51, 1.22]"
"[205.0, -21.4, -8.1, -179.65, -1.81, 1.13]"
"[240.7, -18.8, -8.6, -179.66, -1.27, -0.09]"
"[183.6, -59.9, -9.5, -179.86, -1.49, -0.61]"
"[218.1, -76.9, -9.8, -179.77, -2.03, 0.0]"
"[210.0, -68.6, -6.4, -179.91, -2.91, 2.11]"
"[204.4, -12.0, -11.5, -179.24, -1.81, 2.19]"
"[181.2, -18.0, -10.4, -179.29, -1.55, 2.01]"
"[221.2, 8.6, -7.4, -179.1, -1.55, 0.0]"
"[191.3, -5.6, -9.8, -178.93, -2.05, -0.97]"
"[197.0, -7.5, -30.1, 179.66, -5.39, -1.39]"
"[213.6, -63.9, -16.3, 179.02, 9.73, -1.6]"
"[201.5, -33.9, -14.1, -179.09, 1.34, 1.4]"
"[224.7, -59.6, -8.9, -179.96, -2.19, 0.17]"
