235.6,-27.5,-6.6,-178.88,-2.74,-1.41
193,-65.4,-4.8,-179.64,-2.19,-0.79
181.1,-49.4,-10,-179.63,-1.38,0.43
161.4,-75.5,-8.8,-179.87,-0.71,0.08
214,-39.9,-4.5,-179.82,-1.04,1.4
181.2,-70,-13.3,-179.93,-1.05,-0.61
223.4,-50,-5.5,179.75,-2.03,0.61
174.2,-35.6,-9.1,179.73,-0.57,0.26
230.8,-62.6,-5.7,179.66,-0.79,-1.23
169.3,-37,-8.3,179.79,-0.92,0.17
177.4,-62.4,-12.6,-179.41,-1.65,-1.75
245.1,-29.7,-3.8,179.64,-2.25,1.4
236.6,-25.3,-7.3,-179.97,-2.48,0.69
208.9,-44.2,-9.2,-179.84,-2.98,-1.06
201.6,-65,-9.8,-179.72,-2.54,-0.7
209.8,-64.6,-7.6,-179.9,-2.54,-0.52
180.4,-59.9,-3,-179.79,-3.42,0.52
232.3,-65,-7.8,-179.39,-1.84,-0.35
199.9,-36,-7.6,-179.62,-0.83,0.7
197.1,-43.5,-11,-179.19,-1.49,-1.49
246.9,-54.1,-4.5,-179.56,-2.34,-1.93
184.8,-71.7,-8.7,-179.8,-1.32,0.17
251.6,-52.4,28.5,-179.73,-0.16,0.7
223.9,-41.1,-9.3,-179.55,-2.25,1.05
165.1,-50.5,-7.1,179.96,-1.76,-0.09
164.2,-83.4,-13.3,-179.93,-1.15,-1.49
209.7,-58.8,-10,-179.87,-2.1,0.17
218.2,-53.3,-8.8,-179.78,-2.98,0.26
196.7,-52.3,-9.1,179.98,-1.4,0.08
202.4,-39.6,-10.2,-179.95,-1.67,-0.7
234.5,-62.7,-7.5,179.94,-3.07,-0.52
169.9,-38.2,-11,-179.9,-2.02,1.04
222.7,-46.2,-8.5,-179.82,-2.8,-0.88
249.7,-22.2,-3.4,-179.75,-2.63,0.34
164.2,-36.7,-9.9,-179.9,-1.67,0.34
166.9,-63,-12.2,179.84,-0.97,-0.96
246.1,-23.6,-4.8,179.97,-0.98,0.78
174.3,-79.3,-12.6,179.68,-1.82,-0.87
216.8,-62,-6.1,179.58,-2.64,-0.08
179.6,-81.5,-12.2,179.63,-2.26,-0.96
225.8,-64.8,-5.8,179.87,-3.07,0.26
196.8,-49.1,-7.1,179.99,-1.14,0.26
255.5,-31.1,-7,-179.7,-2.62,0.87
156.5,-48.5,-10.2,179.68,-0.3,-0.79
223.6,-67.9,-7.3,179.57,-3.79,-2.64
162.5,-57.1,-9.3,179.49,-0.46,-0.17
254.7,-45.5,-6.2,179.65,-1.77,0.96
161.1,-76.3,-10.2,179.55,-0.06,-0.87
236.3,-27.8,-7.4,179.96,-2.22,0.52
252,-36.2,-7.9,-179.7,-2.7,0.08
246,-69.2,-5,-179.77,-4.04,-0.78
241.3,-31.3,-4.8,-179.34,-3.19,0.69
178.7,-40,-10.3,-179.59,-1.09,0.17
225.1,-29.4,-7.3,-179.24,-3.17,-0.01
182.9,-49.2,-11.9,-179.33,-2.93,-1.58
258.5,-25.9,-6,-179.32,-3.19,0.95
162,-50.2,-12.4,-179.41,-0.55,-1.23
162.4,-50.7,-12.7,179.85,-0.53,1.23
178.6,-47.6,-10.1,-179.47,-1.28,1.22
227,-21.4,-8.9,-178.65,-1.99,0.34
168,-52.7,-10.3,-179.21,-2.14,-0.96
153.5,-76.1,20.5,-179.31,2.24,-0.78
168.5,-39,-9.1,-179.54,-0.73,0.61
204.8,-43.9,-10.1,-179.48,-2.06,-1.32
257.4,-48.4,-5.9,-179.81,-2.89,-0.35
166.7,-33.9,-11.2,-179.92,-0.43,-0.08
163.2,-44.9,-8.7,-179.94,-0.43,-0.35
182.1,-39,-12.2,-179.19,-2.2,0.61
224,-52.9,29.5,-179.67,-1.3,-0.17
231.1,-52.6,31.4,-179.68,-1.12,-0.17
229.5,-61.4,-8,-179.7,-2.01,-0.43
219.9,-55.8,-9.1,-179.77,-3.33,1.05
165.6,-81.4,-5.7,179.98,-1.76,0.09
232.3,-30.1,27.6,-179.81,-0.06,0.79
245.6,-28.6,-6.3,-179.45,-2.76,0.69
168.8,-51.4,-10.3,-179.59,-2.34,-1.49
245.8,-43.7,-7.4,-179.15,-1.41,-1.05
245.8,-42.7,-6,179.75,-2.38,2.37
169.2,-61.3,25.6,179.99,0.35,-0.7
159.7,-50.8,-11.1,179.96,0.52,0.43
237.1,-45.3,-7.7,-179.85,-1.75,-0.35
230.9,-51.5,26.4,179.86,-0.62,-1.14
211,-60,-6.5,179.78,-2.37,-0.08
223,-35.5,-4.7,179.89,-1.51,1.4
249.3,-44.6,-3.1,179.87,-1.68,-0.17
194.1,-48.5,-11.8,-179.99,-2.29,-0.09
200.7,-52,-7.2,179.88,-2.47,-0.09
245,-66.3,-3.4,-179.95,-2.9,0.17
228.9,-46.3,-8.6,-179.82,-2.71,0.52
228.1,-45.2,-10.1,-179.79,-1.57,0.17
172.6,-42.8,-10.6,-179.68,-0.4,-0.08
239.9,-55.1,-3.7,-179.69,-0.68,-1.31
236.7,-62.5,-9.5,179.24,-1.51,-0.96
204.7,-43.1,-8.8,-179.36,-4.19,2.89
254.1,-24,-7.5,-179.64,-2.61,1.31
165.5,-67.5,-10.5,179.88,-0.96,-0.08
240.1,-50.9,-4.5,-179.98,-0.61,1.75
196,-68.7,35.1,-179.96,-2.63,-0.43
221.8,-62.3,-5.7,-179.91,-2.1,0.35
245,-67.3,-7.1,-179.73,-2.02,-0.87
250.3,-24.8,-4.2,-179.2,-3.34,-0.1
172.6,-65.3,-10,-179.74,-0.79,0.08
228,-59.5,-7.6,-179.58,-2.2,1.4
251.5,-58.3,-6.6,-179.46,-2.54,0.96
176.3,-73.5,-9.4,-179.71,-1.24,-0.17
214.9,-57.9,-8.4,-179.71,-2.37,0.79
202.2,-69.4,-10,-179.8,-2.81,-2.19
172.9,-68.7,-6.9,179.96,-2.28,-0.96
238.9,-59.7,-4.7,-179.99,-1.14,0.43
188.1,-60.3,-11.6,-179.71,-2.45,0.43
250.4,-32.5,-4.4,-179.24,-2.03,0.69
252.4,-63.5,-8.9,-179.69,-2.36,-0.96
172.6,-59.6,24.3,179.36,1.48,0.52
216.5,-49.7,-6,179.86,-2.29,0.43
177.4,-80.7,-9.4,-179.87,-0.71,-1.14
222.7,-27.7,-5.9,-179.44,-1.33,0.78
